user_id,user_location,traveler_type,review_title,review_date,review_score,review
Lesley C,UK,Families,Great views ,"September 6, 2017",5,"Well worth the visit for the wow views
We bought City Pass and headed there at 9am to avoid queues and crowds as mid August
We didn't need to wait and got straight up to the top and it was not too busy for enjoying...More"
Stephen K,"Fort Worth, Texas",Families,Top views of Central Park and lower Manhattan.,"September 6, 2017",5,"The best of the NYC observation decks, in my opinion. Haven't done the Empire State Building because I always wanted that icon in my photos. OWO offers spectacular views too, albeit from a completely different perspective. Only problem is, you have to photograph through glass...More"
jek1964,Sydney,Families,Loved it!,"September 6, 2017",5,"My daughter and I had 5 days in NYC, and Top of the Rock was on our MUST DO list. Amazing view. We were lucky to have a clear day. Would definitely visit again, if the opportunity arises."
Maged S,,Families,NYC is on your eye look,"September 6, 2017",5,We have visited that landmark at day time and it was really amazing to have a complete aerial view for all NYC landmarks starting with Central Park to Empire State Building including all high rise buildings of NYC. The good thing that time of waiting...More
queenofthecoupons,"shropshire, uk",Families,Fabulous Views,"September 5, 2017",5,We visited Top of the Rock twice in the same day having purchase the special ticket enabling us to do this. We went first thing and also after it had gone dark. I would recommend pre-purchasing your tickets as the queues for people buying or...More
danielle m,"Ottawa, Canada",Families,Awesome 360 view of NYC,"September 5, 2017",5,This was an awesome view. We went during the day but I bet it is even more beautiful at night with all the lights - especially Times Square. This is a must do activity while in NYC.
NYLALVSF,"Edinburgh, United Kingdom",Families,Night time,"September 5, 2017",5,We booked to go up at 8:30pm at night and were not disappointed with the views. Wish we had upgraded to day and night ticket so we could go back in the morning and see the views during the day
josephine s,,Families,A must!,"September 4, 2017",5,"Loved this. Visited Labour Day but despite the crowds it was not too busy. Staff are wonderful, very friendly and helpful. We've been very unimpressed with New Yorkers and their lack of basic civility but not here! We used our New York Pass but the...More"
PriscillaJoy,"Willemstad, Curacao",Families,Good experience,"September 4, 2017",5,Better than the empire state building. Lines are shorter and the view of the empire state and central park are great.
Jessica W,"Sydney, Australia",Families,book ahead of time,"September 3, 2017",5,"amazing view at night so you can see empire state all lit up
Time is allocated so if you want a specific time book earlier in the day"
Cranleyboy,London,Families,The best high-rise view in NYC,"September 3, 2017",5,"I've been to the Top of the Rock on two separate trips as it is much better than the Empire State which most people automatically go for. I've also been up the Empire state, but the Rockefeller is better situated slightly north of the Empire...More"
natalie c,,Families,A must see,"September 3, 2017",5,A must see in any trip to New York. We went on a Sunday so many of the shops were shut in the Rockefeller center.
Ramil B,"Manama, Bahrain",Families,NYC Skyline and Empire State Building,"September 3, 2017",5,It is better to go up on Top of the Rock Observation Deck at night to see the Empire State Building :)
WKORV,"Chicago, Illinois",Families,Oh my gosh ,"September 2, 2017",5,"The top of the rock observation center is literally the coolest thing ever!!! I'm from Chicago and there is nothing like this there. There is amazing views of the Empire State Building, far views of the World Trade Center, and Central Park. It is out...More"
Angelina R,"Cairns, Australia",Families,Spectacular,"September 2, 2017",5,Spectacular...we went there twice...caught the best timing of sunset and night view. Was very cold on the top. We took unforgetably beautiful photos.
Tristanmom,"Cornwall, New York",Families,Beautiful views. ,"September 1, 2017",5,"We went today and had a great time. It was a clear day and you could see for miles! The elevator ride up and down was fun and you could see through the plexi glass roof.
I'm sure the night views are just as beautiful!"
touchdownjj,"Shanghai Region, China",Families,360 unobstructed view of the big apple,"September 1, 2017",5,"it was a little bit confusing getting the ticket, and finding the entrance to the Elevator. The line moves pretty fast, and the wait was not long. Once you reach the observatory deck, I suggest you took a quick round about walk, and then, go...More"
Jacka1971,"Newcastle upon Tyne, United Kingdom",Families,Sunset was fantastic.,"September 1, 2017",5,"Busy and had to stand towards the place where sunset early, but the skyline is fantastic (why else would you be there?)"
Aimee P,"Burke, Virginia, United States",Families,Awesome veiw,"September 1, 2017",5,"We were there near sunset and it blows the Empire State Building's view away! There are multiple observation decks, and a fairly quick line, that I attribute to the time of year, sunset is one of their most popular times."
Bobbinbirdeus,,Families,Breathtaking views!,"September 1, 2017",5,"This was a must see on our trip to New York.
My Son and I was mesmerised by the stunning views of the city from the top. It brought tears to my eyes overlooking Central Park. It was beautiful.
We had a City Pass so...More"
Jayne G,"Rotherham, United Kingdom",Families,Beautiful view ,"August 31, 2017",5,This is a must if you are visiting new york we did the vip visit personally id just do the normal visit as you only get in the lift first.You get amazing views of new york .
frequentraveler65,,Families,"Great view, easy access","August 31, 2017",5,"We bought the Sun and Stars ticket, so we could enjoy the view both at day and night. It was the prefect choice. I suggest to go in the morning before 9:30. At this time you won't need the VIP access, we immediately went up...More"
ersigal,Israel,Families,Great view,"August 31, 2017",5,Must see New-York from above. There is more than one observation deck. We Top of the Rock and were not disappointed. There is a great view of central park and the Empire State building. Lines were short. We were surprised by how fast it takes...More
618gabrielah,"Burlington, Canada",Families,Teenagers and New York City,"August 30, 2017",5,"The best view of NYC!
I would recommend to see this after the ESB and WTC.
It was by far the best view and it is not blocked by glass... incredible!"
